,日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元),ric
2,2023-09-30,-0.2841,-0.21,-0.21,--,1.4212,1.0615,-0.024,0.0679,-0.061,--,-7.5675,4.5788,-7.4806,-10.8075,-11.6845,95.2462,-8.7439,-28.4149,-19.9929,-7.5675,--,13.1134,2.3222,-39.0352,--,-13.5489,63706342.91,-19.74,-18.48,-90528744.62,7.4287,-709.9573,-14.8756,-2.7881,12.1598,22.2043,94.4386,2.859,--,0.8555,315.6049,1.5761,171.3089,2.2061,1.0531,0.561,13.8482,-468.8119,3.1773,37.8508,8.1488,--,164.1952,106.853,17.7149,--,129.857,149.091,164.2205,--,62.1492,1607623744.96,-0.0074,-0.0064,--,-0.0103,-1.322,--,--,--,21532385.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,603335
3,2023-06-30,-0.1971,-0.14,-0.14,-0.14,1.4782,1.1346,-0.098,0.0669,0.0089,--,-5.1636,3.183,-5.1463,-11.0114,-11.996,96.6383,-8.9868,33.4201,22.6093,8.7568,--,12.7287,3.1136,-26.3873,--,-12.228,29883964.46,-12.31,-12.03,-60393217.47,16.0112,-366.9864,-24.8841,3.2045,6.7822,26.5401,97.3921,1.8482,3.1322,0.5727,314.3007,1.0299,174.7742,1.4605,1.234,0.618,21.5083,-542.4642,1.0222,38.7309,10.3815,214.8898,158.1916,94.5695,21.1382,56.4225,119.918,138.8558,173.9829,18.0236,61.2691,1634005763.74,-0.0447,-0.0257,--,-0.0419,-5.9183,--,--,--,21561022.64,--,--,155167452.81,5421547.61,451137.76,--,--,565291.18,--,--,6016535.49,610501.76,602777.19,--,603335
4,2023-03-31,-0.0988,-0.07,-0.07,--,1.5309,1.1688,-0.2738,0.0563,0.081,--,-2.4725,2.1833,-2.5213,-9.9755,-10.8285,97.6732,-7.9636,-9.8827,-6.4554,-2.4725,--,11.2823,4.2271,-20.0608,--,-9.1313,11600157.93,-5.78,-5.87,-29717818.15,32.8132,-270.9797,-20.7561,22.6409,4.0114,22.4361,86.7721,1.0372,--,0.3166,284.2704,0.5467,164.6241,0.8122,1.3122,0.7118,21.5589,-517.6902,0.7334,38.3007,10.1545,--,161.092,86.2868,20.9565,--,109.1636,142.2895,172.2182,--,61.6993,1711346581.99,-0.2206,-0.0685,--,-0.111,-15.4447,--,--,--,20489890.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,603335
5,2022-12-31,-0.0797,-0.09,-0.09,-0.06,1.5248,1.1865,-0.2572,--,0.1486,--,-2.0732,13.3049,-2.2844,-2.3809,-2.105,86.4399,-2.0331,41.0415,26.9158,10.682,--,11.5143,46.8809,-569.0055,--,-60.9791,223180340.86,-7.57,-6.72,-24956617.91,28.6329,-155.72,-19.5813,22.6855,17.3723,20.7226,118.3043,3.043,5.7983,1.1236,320.3987,1.9741,182.3616,2.2906,1.2137,0.516,12.6653,-102.3146,0.7852,39.6866,7.9688,214.0533,151.9741,88.9039,16.7217,59.2431,106.7552,139.7266,168.7444,18.5405,60.3134,1644984481.12,-0.0656,-0.0669,--,-0.111,-14.0956,--,--,--,20334142.41,--,--,119207922.91,5049189.99,1663995.68,--,--,--,--,--,--,654686.73,713509.42,--,603335
6,2022-09-30,0.0466,0.01,0.01,--,1.6696,1.2987,-0.3183,--,0.2485,--,1.2061,15.6354,1.3321,2.3438,2.4619,84.3095,1.54,4.6585,2.7902,1.2061,--,10.7556,-39.5958,701.3239,--,-36.3088,202498145.32,0.71,0.65,11901858.16,41.947,-66.6923,-12.3521,24.5947,14.6778,18.3951,110.9969,2.4325,--,0.865,312.1387,1.4844,181.8917,1.6967,1.3402,0.6795,17.6353,383.613,0.338,43.2255,5.1555,--,131.3449,82.51,10.6561,--,92.351,115.6357,187.2663,--,56.7745,1653732263.8,-0.1052,-0.0824,-6.8334,-0.1452,-18.3844,--,--,--,22009287.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,603335
7,2022-06-30,0.0738,0.03,0.03,0.04,1.9678,1.4463,-0.2755,0.0416,0.3422,--,1.996,19.2261,2.1615,6.1615,6.0429,80.601,3.9049,52.0911,26.4713,14.0864,--,11.4422,-14.4421,338.3762,0.0691,-16.0018,155595221.91,1.74,1.76,18096725.06,36.8563,-34.7201,24.0188,54.7249,9.6066,18.7371,132.3821,1.3597,3.0163,0.5535,325.2033,0.9323,193.0709,0.9784,1.6623,0.7313,24.718,836.4137,0.1502,53.2139,3.7208,320.3476,87.921,66.4084,6.5352,57.8757,71.0518,77.2961,226.9154,16.6113,46.7861,1583269211.29,-0.1457,-0.0745,-3.7324,-0.1592,-19.9134,--,--,--,21329594.12,--,--,97261085.33,1213016.15,1051136.38,--,--,20761.65,--,--,1854580.91,128315.28,26288.55,--,603335
8,2022-03-31,0.0578,0.03,0.03,--,1.9319,1.4448,-0.0786,0.0416,0.3696,--,1.7735,22.8156,1.8088,9.0451,8.7769,77.0229,6.1859,5.7801,2.9919,1.7735,--,12.3049,-9.6654,281.8683,--,-1.7498,91274848.18,1.98,1.99,12787425.35,44.3579,11.5179,22.1971,52.8245,4.6432,19.3832,126.7963,0.7098,--,0.2924,307.7975,0.5119,175.8156,0.4882,1.8503,0.8011,35.7404,939.1482,0.1209,59.2756,3.2307,--,68.7034,66.9182,5.1687,--,70.5655,58.4901,266.5926,--,40.7244,1395412807.07,-0.0842,-0.0241,-1.3605,-0.0592,-7.6742,--,--,--,19476358.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,603335
0,2024-03-31,0.0442,0.04,0.04,--,6.4815,6.4815,-0.1757,3.4586,1.8101,--,0.3889,30.084,0.3885,4.678,4.0746,69.0274,4.3111,4.4204,0.682,0.3889,--,17.185,0,738.3329,--,--,53685906.45,0.68,0.69,6837642.35,50.1735,-51.2081,9.7206,23.0703,0.2761,325.9689,212.8666,0.4228,--,0.0901,998.8901,0.1321,681.302,0.159,1.7133,1.3169,19.8019,940.6389,0.0786,57.0193,2.236,--,75.3792,53.4116,3.7736,--,55.5061,73.8888,229.0023,--,42.9807,1978361703.13,-0.1714,-0.0155,-3.9758,-0.036,-3.8755,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300491
1,2023-12-31,0.5893,0.59,0.59,0.48,6.4161,6.4161,0.0845,3.4374,1.7659,--,5.1737,32.478,5.7966,13.2461,10.6329,66.8484,10.1699,122.6298,19.1129,10.7653,--,12.7503,0.0007,305.4458,--,--,327563409.19,9.19,9.69,84092201.59,57.7972,133.502,10.3509,27.3728,1.8393,195.7266,132.7434,2.712,3.8007,0.57,631.5789,0.8115,443.6229,0.9476,1.6269,1.3018,23.9659,6231.0111,0.0346,56.3249,0.9079,304.4715,77.5413,55.7412,1.5864,76.7895,56.6397,75.9258,225.5709,18.4992,43.6751,1982533563.79,0.0146,0.0074,0.1434,0.017,1.7719,--,--,--,--,--,--,--,101474544.81,42750259.72,15977552.71,--,404725.53,254685.06,--,--,424438.36,284317.56,1008286.02,300491
2,2023-09-30,0.3817,0.38,0.38,--,6.189,6.189,-0.237,3.418,1.6228,--,3.6814,31.4779,3.9532,13.4933,11.0255,67.8547,11.0495,38.1722,6.1677,3.6814,--,13.1895,0.0004,285.4988,--,--,189261403.93,6.17,6.38,51589250.4,54.0757,238.0585,9.2589,20.2754,1.1604,232.6784,169.8006,1.5901,--,0.3578,754.6115,0.4898,551.2454,0.5756,1.8785,1.4716,31.3179,4639.3678,0.0146,59.6887,0.4987,--,67.5358,44.6774,0.8286,--,45.0507,66.0403,249.5658,--,40.3113,1804608884.23,-0.0686,-0.0229,-0.6208,-0.0567,-5.8718,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300491
3,2023-06-30,0.2063,0.21,0.21,0.13,6.0041,6.0041,-0.0595,3.4085,1.4473,--,2.1695,31.2565,2.2359,12.8168,10.6326,68.1156,10.871,79.6943,13.2733,8.3816,--,14.215,0,293.9686,--,--,103225079.07,3.44,3.49,22502771.83,57.9508,3761.464,8.2446,20.6605,0.6995,257.3267,196.5924,0.9156,2.0333,0.2057,875.0608,0.2837,634.473,0.3211,2.0439,1.5915,44.006,4965.7244,0.0148,63.1466,0.5439,649.611,58.3617,43.8661,0.8539,61.0105,44.244,56.6941,274.2871,9.7207,36.8534,1654818944.96,-0.0314,-0.0063,-0.2886,-0.017,-1.7756,--,--,--,--,--,--,--,70588256.06,35789518.08,35777136.69,--,598856.49,119500.76,--,--,647438.26,164287.55,913998.47,300491
4,2023-03-31,0.0909,0.09,0.09,--,5.9273,5.9273,-0.0138,3.3911,1.3874,--,0.9809,31.9393,0.9967,14.8376,12.775,67.3291,13.2689,9.0904,1.5337,0.9809,--,18.0384,0,250.0139,--,--,37953969.76,1.53,1.55,4254257.26,78.3963,--,7.0208,24.4227,0.2658,338.6005,279.9378,0.3215,--,0.0751,1198.4021,0.1034,870.4062,0.1165,2.0578,1.579,48.0855,4141.0263,--,63.9569,--,--,56.3554,--,--,--,43.3376,54.9223,--,--,36.0431,1607505264.13,-0.0201,-0.0015,-0.1513,-0.0041,-0.4224,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300491
5,2022-12-31,0.2533,0.26,0.26,0.18,5.834,5.8286,-0.0325,3.3833,1.2965,--,2.8222,30.205,3.0986,7.7328,6.6215,69.1778,6.8727,80.6775,13.829,8.9906,--,15.9224,3.5104,455.6942,--,--,193057041.41,4.39,4.49,31074565.22,51.7941,35.7274,4.4233,21.7164,1.6286,221.0488,146.6335,2.4551,4.0161,0.4509,798.4032,0.6307,570.7944,0.6453,2.1448,1.7153,57.3351,-48889.3191,--,65.0132,--,617.1167,53.815,--,--,63.0709,41.5893,52.3236,--,10.535,34.9868,1556480775.37,-0.0088,-0.0036,-0.1282,-0.0103,-1.0639,--,--,--,--,--,--,--,92657507.53,13420927.82,35026638.97,--,327267.41,405908.56,--,--,612951,204287.55,1720000,300491
6,2022-09-30,0.1133,0.11,0.11,--,5.6838,5.6776,-0.0743,3.3739,1.1743,--,1.3098,28.261,1.4142,5.6762,5.0373,71.0826,5.036,11.3299,1.9934,1.3098,--,17.0753,5.9127,560.5957,--,--,110283074.87,2.01,2.03,9149221.86,61.2622,243.4563,41.4818,52.9573,1.0168,265.5389,181.7815,1.4853,--,0.2808,961.5385,0.3894,693.3744,0.3992,2.2387,1.7544,56.661,2782.2801,0,65.7071,0,--,52.1905,39.3053,0,--,39.3053,50.4255,295.4511,--,34.2929,1500397490.76,-0.033,-0.0086,-0.6559,-0.0251,-2.5928,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300491
7,2022-06-30,0.0054,0.01,0.01,-0.01,5.5656,5.5596,-0.1891,3.3636,1.0664,--,0.0678,28.46,0.0702,0.9569,0.8564,70.7414,0.4447,52.4207,9.4187,6.6298,--,19.6275,6.9015,3262.1906,--,--,59505588.1,0.11,0.11,-2020408.45,43.9029,-80.1493,38.7517,41.6499,0.5885,305.8624,202.9312,0.887,1.3723,0.1578,1140.6844,0.2221,810.4457,0.2162,2.5623,2.0435,49.8842,376.6538,--,70.3896,--,641.8843,42.0664,--,--,62.563,39.3844,40.0745,--,10.9661,29.6104,1371467145.46,-0.1569,-0.0239,-35.2764,-0.0808,-8.4778,--,--,--,--,--,--,--,77609358.08,15324920.67,26309603.37,--,1194091.63,150426.89,--,--,545024.41,1040000,720000,300491
8,2022-03-31,-0.0484,-0.05,-0.05,--,5.5385,5.5323,-0.1993,3.3602,1.0425,--,-0.6493,28.3151,-0.6527,-12.8805,-12.8097,70.4419,-12.5946,-4.8367,-0.8733,-0.6493,--,27.7623,-0.0033,-221.0513,--,--,18860982.29,-0.86,-0.86,-9406398.13,34.803,--,38.9433,38.1867,0.1915,469.9739,291.7342,0.3085,--,0.0518,1737.4517,0.074,1216.2162,0.069,2.969,2.4089,53.6073,-1154.0347,0.0083,74.3565,0.387,--,34.4873,39.6658,0.5178,--,39.8722,32.3885,404.5364,--,25.6435,1291970625.91,-0.519,-0.0268,--,-0.1043,-11.2924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300491
0,2024-03-31,0.0952,0.1,0.1,--,5.8396,5.8396,0.372,3.2196,1.6799,--,1.3219,13.2102,1.2785,9.7246,8.8904,86.2286,7.6651,9.5234,1.6308,1.3219,--,4.8217,14.9009,148.2815,--,2.5393,77381771.25,1.63,1.64,40588025.39,52.989,10970.0312,4.9871,0.6732,1.5125,59.5041,100.1335,0.8988,--,0.1668,539.5683,0.3996,225.2252,0.214,2.3533,1.3501,60.8327,12576.7785,--,81.0564,--,--,23.3709,--,--,--,74.232,20.881,--,--,18.9436,3396666796.12,0.2994,0.0516,3.9066,0.2726,30.511,--,--,--,251023769.77,114921952.97,--,--,--,--,--,--,--,--,--,--,--,--,--,605018
1,2023-12-31,0.2317,0.23,0.23,0.21,5.7701,5.7701,0.3303,3.2177,1.5847,--,3.0113,12.2159,3.1055,4.724,4.4088,87.198,4.5095,168.2608,29.1609,21.8725,--,4.936,31.5243,278.8971,--,10.0871,295860430.79,4.01,4.1,97630128.55,31.9602,-0.2695,3.4908,6.4622,5.8826,61.1974,91.1093,3.9513,2.7173,0.6887,522.724,1.5597,230.8136,0.9055,1.8707,1.2222,31.6922,3935.822,--,75.0064,--,242.9497,33.3219,--,--,62.0761,75.2924,31.02,--,30.8732,24.9936,3626925257.48,0.0643,0.0429,1.4259,0.1718,18.455,--,--,--,245184937.84,113990297.3,--,--,1012241.96,221732.43,--,--,601531.94,167787.88,--,--,310030.87,10000,--,605018
2,2023-09-30,0.121,0.12,0.12,--,5.6416,5.6416,0.2296,3.2166,1.4963,--,1.7185,12.6634,1.6965,3.5538,3.255,86.8789,3.5658,12.1034,2.1454,1.7185,--,5.3294,32.7443,384.5362,--,5.3948,202670145.39,2.15,2.16,47589963.31,25.3966,-14.1907,-2.4332,2.0866,5.0684,53.2712,106.3327,2.5392,--,0.4758,567.4653,1.137,237.467,0.6052,2.1123,1.1719,26.559,2858.9429,--,80.1015,--,--,24.8416,--,--,--,76.4124,22.9278,--,--,19.8985,3320817249.7,0.0676,0.0326,1.8969,0.1638,17.7497,--,--,--,231377506.01,164888930.58,--,--,--,--,--,--,--,--,--,--,--,--,--,605018
3,2023-06-30,0.0509,0.05,0.05,0.03,5.5669,5.5669,0.1211,3.2121,1.4262,--,0.7152,13.0287,0.7099,2.485,2.2563,86.4265,2.5287,139.3898,25.0389,19.5817,--,6.0085,47.6835,563.8821,--,3.2577,123674928.09,0.91,0.91,15981154.3,24.2638,-20.7953,-1.5297,6.2599,3.239,55.5727,125.1913,1.4378,1.4021,0.2807,641.254,0.6643,270.9619,0.3614,1.9649,1.0503,31.3007,2019.59,--,78.2054,--,379.7713,27.8685,--,--,52.1873,77.1619,25.8068,--,20.5928,21.7946,3356345279.78,0.0602,0.017,2.3794,0.0781,8.4318,--,--,--,224673862.27,164888930.58,--,--,114166.35,448373.72,--,--,272422.17,97369.02,--,--,218394.51,27000,--,605018
4,2023-03-31,0.0009,0,0,--,5.5618,5.5618,0.045,3.2076,1.4256,--,0.012,12.3816,0.012,-0.2229,-0.1432,87.1867,0.1059,0.086,0.0155,0.012,--,7.1234,-583.9208,-5863.5755,--,1.5398,47407315.28,0.02,0.02,-4838786.61,-14.3631,-98.8679,-6.5752,-0.586,1.4873,60.5123,150.1502,0.5994,--,0.1129,797.1656,0.265,339.6226,0.1458,1.9501,1.1026,53.8799,-35.6379,--,77.7258,--,--,28.6574,--,--,--,76.703,26.6414,--,--,22.2742,3373953053.68,0.0554,0.0063,52.2976,0.0282,3.0361,--,--,--,261219225.53,164888930.58,--,--,--,--,--,--,--,--,--,--,--,--,--,605018
5,2022-12-31,0.2323,0.24,0.24,0.23,5.575,5.575,0.3931,3.2031,1.4247,--,3.2145,14.376,3.6459,6.5557,5.9233,85.0041,5.9668,148.6261,26.6592,20.5702,--,4.8452,40.3161,242.3929,--,--,263849683.5,4.17,4.3,103194806.94,22.6585,-29.7501,30.248,30.9944,6.6688,53.9827,114.3002,3.1496,2.7791,0.611,589.198,1.3934,258.3608,0.7899,2.1116,1.3902,73.8602,-3048.4493,--,77.16,--,396.5745,29.6008,--,--,52.8536,71.5123,27.509,--,19.4566,22.84,3406771790.95,0.101,0.0544,1.6925,0.2382,25.6313,--,--,--,259444908.37,50846805.56,--,--,564432.21,1702733.52,--,--,182477.88,163973.95,--,--,76705.06,712800,--,605018
6,2022-09-30,0.142,0.15,0.15,--,5.8195,5.7823,0.1968,3.2192,1.493,--,2.0445,14.308,2.2723,5.7299,5.1733,85.1014,5.2108,14.1959,2.4394,2.0445,--,5.1272,50.4678,274.9497,--,--,182612834.64,2.44,2.65,62178067.73,22.8812,-41.37,37.9917,35.2923,5.2828,51.1093,120.6057,2.2387,--,0.4361,619.1241,0.9766,276.4694,0.538,3.3315,2.2226,97.8627,-1956.0147,--,83.8122,--,--,19.3144,--,--,--,64.0674,16.583,--,--,16.1878,3252942842.76,0.0723,0.0283,1.3866,0.1751,20.3967,--,--,--,249669228.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605018
7,2022-06-30,0.0647,0.07,0.07,0.06,5.6899,5.6899,0.1666,3.1733,1.4158,--,0.9595,14.8622,1.0524,4.3336,3.946,84.4613,3.9673,124.1847,21.8256,18.4191,--,5.6712,67.7135,377.6655,--,--,113531810.1,1.14,1.26,28014544.41,7.8578,-65.7167,36.6486,34.454,3.5557,50.6229,136.8613,1.3152,1.1693,0.2653,678.4772,0.5817,309.4379,0.3262,3.6367,2.4107,128.2555,-1696.0924,--,84.3919,--,410.9913,18.4948,--,--,54.0456,61.5013,15.6718,--,20.5337,15.6081,3158618789.52,0.1022,0.0247,2.5758,0.1583,18.6866,--,--,--,236977306.21,--,--,--,751833.56,1445877.42,--,--,125806.49,142238.82,--,--,14000,743699.99,--,605018
8,2022-03-31,0.0765,0.09,0.09,--,5.9916,5.9916,0.1552,3.1733,1.7175,--,1.0556,18.3702,1.1953,9.3934,8.0762,81.1849,8.0129,7.6471,1.2763,1.0556,--,5.4228,41.8098,224.6508,--,--,82133703.77,1.28,1.76,34529375.94,31.2137,-3.7461,41.5626,38.6106,2.0271,44.3984,112.9518,0.7968,--,0.1492,603.2172,0.3073,292.8734,0.1853,3.4613,2.6125,186.6963,14233.6042,--,82.7086,--,--,20.9064,--,--,--,56.686,18.554,--,--,17.2914,3393841001.79,0.1626,0.0214,2.0291,0.1239,13.9582,--,--,--,283257927.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605018
0,2024-03-31,-0.1744,-0.1664,-0.1664,--,5.2084,5.1296,-0.3311,3.8654,0.2284,--,-1.0711,1.6097,-1.0781,-12.5197,-13.5338,97.9229,-11.3489,-17.4422,-3.3489,-1.0711,--,9.9086,-1.5156,-11.8719,--,--,10259147.53,-3.24,-3.19,-74948656.71,1.4986,--,-8.3613,4.8278,0.4289,209.8391,51.963,1.732,--,0.095,947.3684,0.1957,459.8876,0.2901,0.8392,0.7363,14.2132,-879.7522,-0.5562,31.9826,5.1217,--,212.6698,139.9586,13.8036,--,162.3718,195.1062,155.4035,--,68.0174,6753336712.97,-0.2154,-0.0203,--,-0.0299,-3.5492,--,--,--,5877496.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300903
1,2023-12-31,-0.4151,-0.3842,-0.3842,-0.4755,5.3877,5.3009,0.0189,3.8654,0.3948,--,-2.5831,7.5616,-2.6755,-6.9666,-6.6713,91.953,-5.8111,140.8474,26.1422,8.764,--,7.9792,-2.9728,-108.0884,--,--,224011049.36,-7.25,-6.98,-197192671.58,12.3593,-469.9577,-6.2299,7.4223,2.0656,174.2835,44.56,8.079,1.4818,0.4604,781.9288,0.882,408.1633,1.2833,0.8633,0.7781,14.0743,-1234.0987,-0.4946,33.5242,3.8395,88.4937,198.2922,136.3902,10.276,76.951,152.0109,180.8895,162.6388,37.8831,66.4758,6664638748.11,0.0026,0.0012,--,0.0018,0.2072,--,--,--,6156752.4,--,--,--,25449185.19,8683059.37,35516829.4,--,325873.55,--,--,--,4996702.27,14189941.5,2761380.9,300903
2,2023-09-30,-0.1625,-0.1464,-0.1464,--,5.6404,5.5386,-0.2288,3.8654,0.6386,--,-0.9744,9.0599,-1.0272,-4.5051,-4.4382,90.444,-3.0802,-16.2477,-2.8806,-0.9744,--,7.7507,-12.265,-203.7697,--,--,198184793.77,-2.64,-2.6,-110528626.09,13.392,-205.1695,-1.7749,28.0811,1.5416,175.1427,50.9184,5.3026,--,0.3335,809.5952,0.6259,431.3788,0.9266,0.8997,0.7995,13.9916,-1915.4717,-0.7757,33.8262,4.4285,--,195.6291,127.5699,11.5763,--,144.2711,181.3268,160.8521,--,66.1738,6914881316.04,-0.0434,-0.0137,--,-0.0207,-2.4112,--,--,--,6074172.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300903
3,2023-06-30,-0.1228,-0.1125,-0.1125,-0.169,5.6331,5.5726,-0.3564,3.8654,0.6726,--,-0.7669,8.946,-0.7928,-5.237,-5.142,90.5279,-3.6459,144.8674,25.7173,9.0505,--,7.2411,-10.0109,-173.7865,--,--,124907277.11,-2.02,-1.99,-70084713.4,8.9204,-202.3749,5.8556,37.5134,1.0088,178.4298,49.8933,3.6077,0.7729,0.2174,827.9669,0.4108,438.1694,0.5918,0.9038,0.8096,9.4451,1568.599,-0.7535,35.1922,4.0475,109.2003,184.1537,126.2898,10.3148,76.6501,140.8145,170.1048,164.6884,32.2272,64.8078,6637850733.41,-0.1059,-0.0223,--,-0.0344,-3.9891,--,--,--,6090048,--,--,--,21866977.69,8347159.8,32741916.04,--,125.97,106764,--,--,11710726.08,5450000,2816685,300903
4,2023-03-31,-0.0922,-0.0865,-0.0865,--,5.6836,5.6186,-0.001,3.8654,0.7185,--,-0.5936,7.025,-0.6047,-7.8589,-7.9925,92.4743,-6.0897,-9.221,-1.6224,-0.5936,--,8.3156,-9.8786,-88.2503,--,--,44112313,-1.54,-1.53,-45371830.64,-1.0143,-306.3349,92.6705,71.9328,0.4805,187.3049,55.638,1.6176,--,0.0993,906.3444,0.1867,482.0568,0.265,0.9188,0.8161,22.17,-2218.9618,-0.8712,36.5857,3.9185,--,173.3307,121.281,9.6744,--,134.2709,162.065,166.2201,--,63.4143,6442312348.69,-0.0007,-0.0001,--,-0.0001,-0.0122,--,--,--,6189633.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300903
5,2022-12-31,0.1122,0.1285,0.1285,0.0109,5.7457,5.7051,-0.178,3.8654,0.805,--,0.75,13.6026,0.9522,1.4296,1.2068,85.9473,1.7649,147.0667,25.596,9.8302,--,6.8098,51.0626,1020.8202,--,--,358647678.7,2.12,2.61,4231269.13,17.048,-34.4279,97.6531,73.7919,2.3967,150.2065,51.9248,6.9331,2.0885,0.5395,667.2845,0.9597,375.1172,1.4696,1.0157,0.9121,26.4479,-169.7291,3.0458,38.405,2.6183,161.6852,160.3825,108.2238,6.3825,72.3446,115.6021,149.3597,172.2547,23.753,61.595,6204147982.19,-0.028,-0.0119,-1.5866,-0.0193,-2.1737,--,--,--,6122867,--,--,--,16468836.61,8505270.34,29062445.97,--,--,106764,--,--,14289941.5,2464480.9,1216685,300903
6,2022-09-30,0.1545,0.1711,0.1711,--,5.7423,5.7015,-0.2257,3.8576,0.8171,--,1.1867,14.6061,1.4287,3.142,2.4784,84.9614,3.321,15.4491,2.6904,1.1867,--,6.1406,30.1556,507.8529,--,--,281773802.98,2.76,3.65,39817221.03,17.8748,-0.5871,98.3996,69.8875,2.0916,129.0878,51.0243,5.2916,--,0.4302,627.6151,0.7503,359.8561,1.0757,1.0916,0.9796,14.7181,-238.3694,--,44.1078,--,--,126.7172,--,--,--,96.6671,119.1405,--,--,55.8922,5398831176.44,-0.0485,-0.0173,-1.4607,-0.031,-3.2984,--,--,--,3400000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300903
7,2022-06-30,0.1233,0.1331,0.1331,0.0835,5.4722,5.4914,-0.1791,3.6359,0.8283,--,1.0301,15.5503,1.1843,3.9147,2.8569,84.0758,3.879,137.9572,25.2104,11.5255,--,5.8235,27.4235,440.0227,--,--,199336208.39,2.22,3.16,30811503.98,25.4336,1.7055,86.2733,80.8451,1.3676,131.6174,51.1669,3.5179,1.1624,0.3053,589.584,0.5221,344.7615,0.7513,1.1413,1.0175,29.2037,-462.6473,--,45.717,--,191.1554,118.7371,--,--,69.5004,88.8953,113.7659,--,23.9161,54.283,4827057991.59,-0.0563,-0.015,-1.4523,-0.0276,-2.8763,--,--,--,--,--,--,--,28542889.63,8524639.69,29010234.6,--,190193.56,14319.66,--,--,6360000,1726500,494985,300903
8,2022-03-31,0.1075,0.1075,0.1075,--,7.0984,7.0983,-0.2626,4.2075,1.8357,--,0.4946,15.6894,0.5066,2.5668,2.3435,83.9065,2.9214,10.7536,1.5149,0.4946,--,6.7427,0.9223,671.2979,--,--,99528345.69,1.51,1.52,16509709.82,41.8795,30.0868,5.3436,58.7479,0.6875,130.9091,53.0191,1.6975,--,0.1734,519.0311,0.3032,296.8338,0.5224,0.8807,0.7468,11.018,658.2574,--,32.6479,--,--,206.2984,--,--,--,131.3819,198.6195,--,--,67.3521,3746993865.71,-0.0713,-0.0121,-2.4419,-0.0179,-1.8625,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300903
0,2024-03-31,0.1952,0.2,0.2,--,4.2992,4.3235,0.0632,2.9097,0.3151,--,1.9308,17.3007,1.9296,10.2439,9.1826,82.4722,7.9182,19.5165,4.5396,1.9308,--,6.5845,10.6416,189.1588,0.0153,--,454327641.6,4.53,4.62,199702045.96,7.5917,29.185,23.8087,23.2505,1.2652,71.135,58.8082,1.5304,--,0.2437,369.3065,0.3017,298.3096,0.5857,1.6241,1.3319,50.8227,-31487.1746,0.2114,42.5334,6.5067,--,135.1094,40.6188,13.268,--,46.8325,131.2241,176.3311,--,57.4666,10769226762.9,0.0256,0.0063,0.3238,0.0109,1.2679,--,--,--,331124225.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002011
